"nombre","direccion","ciudad","provincia","ci"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL EBENEZER - FILIAL 1","ALMAFUERTE 531","PUNTA ALTA","Buenos Aires","1569"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL ESTANQUE DE SILOE","PUEYRREDON 4095 BARRIO VILLA DEL CARMEN","SAN FERNANDO","Buenos Aires","2991"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL JESUS ES EL SEÑOR DE LAS NACIONES ","ROJAS 745 BARRIO SAN EDUARDO","MERLO","Buenos Aires","3898"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL JESUS LA ESPERANZA DE VIDA","MANUEL DE LA FALLA 1718,B° R. ROJAS","BOSQUES","Buenos Aires","3539"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL OASIS DE AMOR","DINAMARCA 2625","TEMPERLEY","Buenos Aires","3458"
"IGLESIA EVANGELICA CRISTIANA PENTECOSTAL VIDA ETERNA EN JESUCRISTO","RIVADAVIA 2874 VILLA MAIPU","SAN MARTIN","Buenos Aires","2547"
"IGLESIA EVANGELICA CRISTIANA PRINCIPE DE PAZ, DIOS TODOPODEROSO","2 DE ABRIL 2564, SAN LUCAS","BURZACO","Buenos Aires","3521"
"IGLESIA EVANGELICA CRISTIANA SANTIDAD AL SEÑOR","TEODORO FELS 1584- B° SAN NICOLAS","FLORENCIO VARELA","Buenos Aires","3464"
"IGLESIA EVANGELICA CRISTIANA SOL DE JUSTICIA MISION PENTECOSTAL ARGENTINA","PUNTA DEL ESTE 808 ","CARLOS SPEGAZZINI","Buenos Aires","1789"
"IGLESIA EVANGÉLICA CRISTIANA SÓLO CREER","CALLE:: DIAZ VELEZ N° 1157, BARRIO LOMES DE MARILO","MORENO ","Buenos Aires","5052"
"IGLESIA EVANGELICA CRISTIANA TIEMPO DE DIOS","CURUZU CUATIA 860 BARRIO ARCO IRIS","MERLO","Buenos Aires","3148"
"IGLESIA EVANGELICA CRISTIANA VIDA ABUNDANTE PARQUE ALVEAR","MONSEÑOR MIGUEL D´ANDREA 3020 - BARRIO PARQUE ALVEAR","LOS POLVORINES","Buenos Aires","3780"
"IGLESIA EVANGELICA CRISTO EL CAMINO","GALES 1070 ","TRELEW","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL ","J. ECHEVERRIA 858","EL CALAFATE","Santa Cruz","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 1","ROBERTO GOMEZ 268 MANZANA B LOTE 2","PUERTO MADRYN","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 10","ISLAS MALVINAS 1667","SAN ANTONIO OESTE ","Río Negro","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 11","KM. 38 FRACCION 217 LOTE 13 MANZANA 208","ESPERANZA","Buenos Aires","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 12","KARUKINCA 448","RIO GRANDE","Tierra del Fuego","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 13","LAPATAIA Y PUERTO ESPAÑOL 912","USHUAIA ","Tierra del Fuego","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 14","LONCO-TRAPIAL S/N° SOLAR 1 MANZANA 1","GASTRE","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 15","LOTE 8 MANZANA 33 BARRIO INTA","TRELEW","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 16","20 N° 612 LOTE 28 MANZANA 266 SECCION H","VIEDMA","Río Negro","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 17","ALFREDO B. NOBEL 2464","RIO GALLEGOS","Santa Cruz","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 18","AV. CANNITO 345","RAWSON","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 2","BOUCHARD S/N° MANZANA 57 LOTE 14","GAIMAN","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 3","MAIPU S/N° MANZANA 58U LOTE 5","DOLAVON","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 4","GENERAL PAZ 497","USHUAIA ","Tierra del Fuego","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 5","RIVADAVIA 1625","RIO GRANDE","Tierra del Fuego","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 6","CALLE 4 N° 416","SIERRA GRANDE","Río Negro","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 7","LOTE 19 MANZANA B FRACCION 7 CHACRA 12 CALLE ALMAFUERTE S/N°","ESQUEL","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 8","TIERRA DEL FUEGO 1080","CALETA OLIVIA","Santa Cruz","762"
"IGLESIA EVANGELICA CRISTO EL CAMINO - FILIAL 9","LOS CEREZOS Y 12 DE OCTUBRE LOTE 17 MANZANA 26 BARRIO MAXIMO ABASOLO","COMODORO RIVADAVIA ","Chubut","762"
"IGLESIA EVANGELICA CRISTO EL REY","CALLE 163 N° 2231","BERAZATEGUI","Buenos Aires","4034"
"IGLESIA EVANGÉLICA CRISTO EL REY - FILIAL 2","TOMÁS EDISON 2575 - B° EL JAGÜEL","MONTE GRANDE - PART. DE ESTEBAN ECHEVERRÍA","Buenos Aires","4034"
"IGLESIA EVANGÉLICA CRISTO ES LA RESPUESTA DE DIOS A LAS NACIONES","CALLE 50 N° 422","MERCEDES","Buenos Aires","4219"
"IGLESIA EVANGÉLICA CRISTO ES LA SALIDA ","CALLE: 3 ENTRE 24 Y 26 - QUINTA 11","GENERAL PINEDO ","Chaco","5135"
"IGLESIA EVANGÉLICA CRISTO JESÚS ES TU SALVADOR","León Gallo 3900","ISIDRO CASANOVA-LA MATANZA","Buenos Aires","4319"
"Iglesia Evangélica Cristo La Roca ","Calle: Tucumán N° 5306 Monte Chingolo","Lanús","Buenos Aires","4597"
"IGLESIA EVANGELICA CRISTO LA SOLUCION","AV.CORRIENTES 2763 PISO 7º ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","610"
"IGLESIA EVANGELICA CRISTO LA SOLUCION - FILIAL 1","MITRE 179","BENAVIDEZ","Buenos Aires","610"
"IGLESIA EVANGELICA CRISTO LA SOLUCION - FILIAL 2","LAS MAGNOLIAS 1530","DEL VISO","Buenos Aires","610"
"IGLESIA EVANGELICA CRISTO LA SOLUCION - FILIAL 3","18 DE JULIO 1292 Y P DE MENDOZA","GARIN","Buenos Aires","610"
"IGLESIA EVANGELICA CRISTO LA SOLUCION - FILIAL 4","CHACO 346 Y ENTRE RIOS","MAQUINISTA SAVIO","Buenos Aires","610"
"IGLESIA EVANGELICA CRISTO LA SOLUCION - FILIAL 5","R GUTIERREZ 47","INGENIERO MASCHWITZ","Buenos Aires","610"
"IGLESIA EVANGELICA CRISTO LA SOLUCION - FILIAL 6","INT CONSTANTINI 275","CORDOBA","Córdoba","610"
"Iglesia Evangélica Cristo Para Laferrere ","Calle: beethoben N° 2842, Barrio El Cencerro","La Ferrere ","Buenos Aires","4913"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION","CALLE 12 Nª 844","BALCARCE ","Buenos Aires","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 1","13 Y 8","BALCARCE ","Buenos Aires","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 2","MITRE 359","PUERTO SAN JULIAN","Santa Cruz","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 3","ESPAÑA 259","SARMIENTO","Chubut","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 4","25 DE MAYO E/GRAL VILLEGAS Y LAVELLI","RIO MAYO","Chubut","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 5","AV. COLON 4768","MAR DEL PLATA ","Buenos Aires","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 6","ALBERDI 538","LOBERIA","Buenos Aires","2929"
"IGLESIA EVANGELICA CRISTO PODER Y SALVACION - FILIAL 7","IBAÑEZ NORTE 698","COMANDANTE LUIS PIEDRABUENA","Santa Cruz","2929"
"IGLESIA EVANGELICA CRISTO REINA","CTE. CORDERO 6376 ","LAFERRERE","Buenos Aires","1755"
"IGLESIA EVANGELICA CRISTO VIENE","CALLE PUBLICA S/N ","LEALES","Tucuman","2892"
"Iglesia Evangélica Cristo Viene A Nosotros","Calle: 3 Parcela 8 y 9, Mza 01, Quinta 4, Sección B, Circuncripción I, Departamento 12 de Octubre ; General Pinedo","Pinedo","Chaco","4698"
"IGLESIA EVANGELICA CRISTO VIVE","CENTENERA 5274 ","SAN JUSTO","Buenos Aires","1392"
"IGLESIA EVANGELICA CRISTO VIVE","CULPINA 99 ","VILLA MADERO","Buenos Aires","413"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 1","ECHAARIS S/N° LOTE 16 MANZANA 364 ENTRE LA BASTILLA Y LA ROSA VILLA GRACIELA","GONZALEZ CATAN","Buenos Aires","1392"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 1","TUCUMAN 53 BARRIO ALMAFUERTE","SAN JUSTO","Buenos Aires","413"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 2","HERRERA Y CRISTIANIA CASA 30 BARRIO SAN ALBERTO","SAN JUSTO","Buenos Aires","1392"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 2","CURAPALIGUE 1717","TAPIALES","Buenos Aires","413"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 3","TARTAGAL S/N° ENTRE BUSTOS E IPARRAGUIRRE MANZANA 28","LOMAS DE ZAMORA","Buenos Aires","1392"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 3","PABELLON 16 ESCALERA17 PLANTA BAJA DPTO. B BARRIO GUEMES","SAN JUSTO","Buenos Aires","413"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 4","RUTA 3 KM. 21 BARRIO 20 DE JUNIO TIRA 26 ENTRADA 2 DEPTO. B P. B.","ISIDRO CASANOVA","Buenos Aires","1392"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 4","FRUCTUOSO RIVERA 2932","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","413"
"IGLESIA EVANGELICA CRISTO VIVE - FILIAL 5","PASAJE ESPERANZA 1600","SAN MIGUEL DE TUCUMAN","Tucuman","1392"
"IGLESIA EVANGELICA CRISTO YA VIENE","SAN MARTIN 2990","RAFAEL CASTILLO ","Buenos Aires","3865"
"IGLESIA EVANGELICA CUADRANGULAR","SALTA 1871","MENDOZA","Mendoza","3203"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE","BELGRANO 3819/43 ","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 1","ALVEAR 4571","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 10","LUCIANO MOLINAS 2242","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 2","GRAL. PAZ 5596","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 3","LAVAISSE 877","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 4","ALBERDI 4266","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 5","LLERENA 2914","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 6","NECOCHEA 6478","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 7","GALVEZ 1558","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 8","VALLE E 65 S/N VILLA YAPEYU","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CALLE BELGRANO 3819 Bº CANDIOTI SANTA FE - FILIAL 9","M COMAS 2453","SANTA FE","Santa Fe","868"
"IGLESIA EVANGELICA DE CASEROS","PUAN 4651 ","CASEROS","Buenos Aires","998"
"IGLESIA EVANGELICA DE CRISTO","ARAUCANOS 649","CINCO SALTOS","Río Negro","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 1","BALCARCE 2264","SAN ANTONIO OESTE","Río Negro","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 10","O´CONNOR S/N° MANZANA E LOTE 12","COLONIA VALENTINA","Neuquén","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 11","SCHERONI 1297","VIEDMA","Río Negro","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 12","BARBIER 421","EL JAGUEL","Buenos Aires","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 2","HERMITE 51 BARRIO VURILOCHE","SAN CARLOS DE BARILOCHE","Río Negro","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 3","DARREGUEIRA 933","TANDIL","Buenos Aires","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 4","TILCARA 32 BARRIO EL JAGUEL","MONTE GRANDE","Buenos Aires","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 5","25 DE MAYO 656 VILLA MITRE","RIO COLORADO","Río Negro","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 6","MAGNASCO 1975","MAR DEL PLATA","Buenos Aires","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 7","CALLE 1 MANZANA 558 PARCELA 6","SAN ANTONIO OESTE","Río Negro","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 8","MANZANA 22 LOTE 512 BARRIO CORDON COLON","NEUQUEN","Neuquén","2578"
"IGLESIA EVANGELICA DE CRISTO - FILIAL 9","RIVADAVIA 25","ORENSE","Buenos Aires","2578"
"IGLESIA EVANGELICA DE CRISTO JESUS","BUSTAMANTE 1926","J.C.PAZ","Buenos Aires","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 1","RIO NEGRO 2159","GENERAL SARMIENTO","Buenos Aires","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 10","BRASIL 2230 Bº CELESTINA","VILLA MERCEDES","San Luis","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 11","P J CONSTE L19/M13-ALGARROBO","VILLARINO","Buenos Aires","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 2","ALFREDO PALACIOS Y CUZCO M10L9","GRAND BOURG","Buenos Aires","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 3","LOS PINARES 2307 Bº LIBERTADOR","LOMA HERMOSA","Buenos Aires","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 4","ISLAS ORCADAS 604","LUZURIAGA","Mendoza","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 5","ACONCAGUA 2900","MAIPU","Mendoza","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 6","GUEMES 509 LEONES","MARCOS JUARES","Córdoba","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 7","CASTILLO S/N L128/M72-MARILO","MORENO","Buenos Aires","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 8","MONTEAGUDO S/N L4/M28 EL SALTO","RIO TERCERO","Córdoba","128"
"IGLESIA EVANGELICA DE CRISTO JESUS - FILIAL 9","S EL CANO S/N Y 3 DE FEBRERO","TORTUGUITAS","Buenos Aires","128"
"IGLESIA EVANGELICA DE DIOS &quot;UNION CELESTIAL&quot; - ESCOBAR -BUENOS AIRES","DON BOSCO 842 ","ESCOBAR","Buenos Aires","864"
"IGLESIA EVANGELICA DE DIOS PENTECOSTAL","DON BOSCO 7550 ","RAFAEL CASTILLO","Buenos Aires","1064"
"IGLESIA EVANGELICA DE DIOS PENTECOSTAL - FILIAL 1","LACAR 1446, BARRIO LOS ALTOS DE CASTILLO","RAFAEL CASTILLO","Buenos Aires","1064"
"IGLESIA EVANGELICA DE DIOS PENTECOSTAL - FILIAL 2","GENERAL RIVAS 6351- GONZALEZ CATAN","GONZALEZ CATAN","Buenos Aires","1064"
"IGLESIA EVANGELICA DE DIOS PENTECOSTAL - FILIAL 3","BALCENA 35. BARRIO LA TROCHA","9 DE JULIO","Buenos Aires","1064"
"IGLESIA EVANGELICA DE DIOS PENTECOSTAL DE SANTOS LUGARES","TRIUNVIRATO 4394 ","CASEROS","Buenos Aires","189"
"IGLESIA EVANGELICA DE DIOS PENTECOSTAL DEL SUR","PARAGUAY 1627 ","CIUDAD DE CIPOLLETTI","Río Negro","3245"
"IGLESIA EVANGELICA DE FE EN DIOS","BONN 4487 ","Bº EST. FLORES","Córdoba","1561"
"IGLESIA EVANGELICA DE JESUCRISTO","AVENIDA MI ESPERANZA N° 3069","LOC. ISIDRO CASANOVA-PART. LA MATANZA","Buenos Aires","4123"
"IGLESIA EVANGELICA DE JESUCRISTO DIOS DE PAZ","AVDA. LAS PALMERAS 546 ","C.G.PEREZ","Santa Fe","2952"
"IGLESIA EVANGELICA DE JESUCRISTO EN LA PROVINCIA DE BUENOS AIRES","MATHEU 2370 BARRIO ALBERDI","J.C.PAZ","Buenos Aires","869"
"IGLESIA EVANGELICA DE JESUCRISTO EN LA PROVINCIA DE BUENOS AIRES - FILIAL 1","VELAZQUEZ S/Nª Y PALERMO BARRIO ESPANAGUINE L 2 MZ 57","LOS POLVORINES","Buenos Aires","869"
"IGLESIA EVANGELICA DE JESUCRISTO EN LA PROVINCIA DE BUENOS AIRES - FILIAL 2","NUEVA GRANADA C/ALSINA Y FELIZ ASORA L. 4 M 27 Bª PRIMAVERA","JOSE C. PAZ","Buenos Aires","869"
"IGLESIA EVANGELICA DE JESUCRISTO MISION SUDAMERICANA","S.TORRES Y CERRO COLORADO ","NEUQUÉN","Neuquén","1081"
"IGLESIA EVANGELICA DE JESUCRISTO PENTECOSTES","GORRITI 5550","ROSARIO","Santa Fe","1353"
"IGLESIA EVANGELICA DE JESUCRISTO PENTECOSTES - FILIAL 1","NUEVA YORK 1020","HAEDO","Buenos Aires","1353"
"IGLESIA EVANGELICA DE JESUCRISTO PENTECOSTES - FILIAL 2","SUIPACHA Y BALCARCE","GRANADERO BAIGORRIA","Santa Fe","1353"
"IGLESIA EVANGELICA DE JESUCRISTO PENTECOSTES - FILIAL 3","BUENOS AIRES 558","CAPITAN BERMUDEZ","Santa Fe","1353"
"Iglesia Evangélica De Jesucristo Por Argentina ","Calle:San Luis N° 329 Localidad De Justo Daract","Daract","San Luis","4809"
"IGLESIA EVANGÉLICA DE JESÚS EL CRISTO","MARTÍN FIERRO 1464","WILDE","Buenos Aires","4196"
"IGLESIA EVANGELICA DE JOSE MARMOL","CONGRESO 168","JOSE MARMOL","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 1","CALLE 194 Y RODRIGUEZ PEÑA Y 194 BIS","QUILMES OESTE","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 2","GOLONDRINA 2536","TEMPERLEY LOMAS DE ZAMORA","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 3","BOLAÑO 4617 MONTE CHINGOLO","LANUS OESTE","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 4","CALLE 898 N° 1961 SECC. G. MANZANA 157 PARC. 2","QUILMES","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 5","CALLE ESTACION SOSA N° 2022 DISTRITO C.E.U.- GRUPO 61- MANZANA 4 PARC. 10 B° PARQUE MAYOR","PARANA","Entre Ríos","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 6","LAS CAMELIAS 1218 B° VILLA ALEGRE","TRISTAN SUAREZ- E. ECHEVARRIA","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 7","GOLONDRINAS 2531 B° S. JOSE","TEMPERLEY- LOMAS DE ZAMORA","Buenos Aires","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 8","SARMIENTO 2651","LAS BREÑAS ","Chaco","506"
"IGLESIA EVANGELICA DE JOSE MARMOL - FILIAL 9","CHACRA 75 SECC. E CIRC. I","CHARATA. DPTO. CHACABUCO","Chaco","506"
"IGLESIA EVANGELICA DE LA FE DE CRISTO PENTECOSTAL","LIBERTAD 242 ","GENERAL ALVEAR","Mendoza","2070"
"IGLESIA EVANGELICA DE LA FE EN JESUCRISTO","BARACALDO 2646 ","CÓRDOBA","Córdoba","82"
"IGLESIA EVANGELICA DE LA FE EN JESUCRISTO - FILIAL 1","LOTE 9 MANZANA 43 BARRIO JOSE IGNACIO DIAZ","CORDOBA","Córdoba","82"
"IGLESIA EVANGELICA DE LA FE EN JESUCRISTO - FILIAL 3","LIMA 2264","ROSARIO","Santa Fe","82"
"IGLESIA EVANGELICA DE LA SANTIDAD","AVDA. RIVADAVIA 11080 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1905"
"IGLESIA EVANGELICA DE LA SANTIDAD - FILIAL 1","CASA 649 MZ 31 Bº SARMIENTO","VILLA CELINA","Buenos Aires","1905"
"IGLESIA EVANGELICA DE LA SANTIDAD - FILIAL 2","PUEYRREDON 1345","PUNTA ALTA","Buenos Aires","1905"
"IGLESIA EVANGELICA DE LA SANTIDAD - FILIAL 3","ARTURO BAS 825","REMEDIOS DE ESCALADA","Buenos Aires","1905"
"IGLESIA EVANGELICA DE LA SANTIDAD - FILIAL 4","TALCAHUANO 48","TAPIALES","Buenos Aires","1905"
"IGLESIA EVANGELICA DE LA SANTIDAD - FILIAL 5","CASA 490 MZ 18 Bº SARMIENTO","VILLA CELINA","Buenos Aires","1905"
"IGLESIA EVANGELICA DE LA SANTIDAD DE DIOS","AVDA. GRAL. PAZ 5342 EDIF. 34 2° D BARRIO GRAL. SAN MARTIN","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1826"
"IGLESIA EVANGELICA DE LA SANTIDAD DE DIOS - FILIAL 1","MONTEVIDEO 1357","BERNAL","Buenos Aires","1826"
"IGLESIA EVANGELICA DE LA SANTIDAD DE DIOS - FILIAL 2","FIGUEREDO 2497","INGENIERO BUDGE","Buenos Aires","1826"
"IGLESIA EVANGELICA DE LA SANTIDAD DE DIOS - FILIAL 3","MAGALLANES S/N CASA 392 LOTE 27 MZ 21 BºE PERON","VILLA CARAZA","Buenos Aires","1826"
"IGLESIA EVANGELICA DE LA SANTIDAD DE DIOS - FILIAL 4","AV DEL TRABAJO 6793 EDIFICIO 33 1º P DTO 9","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1826"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot;","ANDALGALA 3676","ISIDRO CASANOVA","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 1","GIBRALTAR 5937 LOTE 5 BARRIO SAN ALBERTO","ISIDRO CASANOVA","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 10","SANTIAGO N° 5741","ROSARIO","Santa Fe","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 11","URUGUAY 5780","ROSARIO","Santa Fe","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 12","VENEZUELA 566 BIS","ROSARIO","Santa Fe","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 13","J.M. DE ROSAS 7455","ISIDRO CASANOVA","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 2","LAFUEBTE 545 BARRIO MARCONI","ISIDRO CASANOVA","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 3","RESTELLI Y RIVADAVIA BARRIO 9 DE ABRIL","ESTEBAN ECHEVARRIA","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 4","MARIA PITA LOTE 5 MANZANA 286 BARRIO CENTRAL","RAFAEL CASTILLO","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 5","LAVALLOL 3098 BARRIO JORGE NEWBERY","GREGORIO DE LAFERRERE","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 6","CALLE 1 ENTRE CRAIC Y ATAHUALPA BARRIO SAN ANDRES","MERLO","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 7","FEDERICO BOLLINI S/N ENTRE SANTIAGO DEL ESTERO Y URIARTE BARRIO SAN PEDRO KM. 36 RUTA 3","GONZALEZ CATAN","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 8","GRAL OSOSRIO 2725 VILLA DIAMANTE","LANUS OESTE","Buenos Aires","512"
"IGLESIA EVANGELICA DE MINISTERIOS CRISTIANOS &quot;EL CAMINO&quot; - FILIAL 9","PARCELA 10 DE LA CHACRA 286","CIUDAD DE BARRANQUERAS","Chaco","512"
"IGLESIA EVANGELICA DEL DIOS VIVIENTE","CHIAVARINI 865 ","PEREZ","Santa Fe","2600"
"IGLESIA EVANGELICA DEL DIOS VIVIENTE - FILIAL 1","POBLACION INCAÑO ZONA RURAL","POBLACION INCAÑO","Santiago del Estero","2600"
"IGLESIA EVANGELICA DEL PALOMAR","FERRARI 941 ","EL PALOMAR","Buenos Aires","878"
"IGLESIA EVANGELICA DEL REINO DE DIOS","SANCHO PANZA 2390","ROSARIO","Santa Fe","3919"
"IGLESIA EVANGELICA DEL RIO DE LA PLATA","SUCRE 2855 3 PISO ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","311"
"IGLESIA EVANGELICA DEL RIO DE LA PLATA - FILIAL 1","ESMERALDA 162","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","311"
"IGLESIA EVANGELICA DEL RIO DE LA PLATA - FILIAL 10","AV. FRANCO 328","CIUDAD JARDIN","Buenos Aires","311"
"IGLESIA EVANGELICA DEL RIO DE LA PLATA - FILIAL 100","COLONIA DELICIA KM. 36 S/N°","COLONIA DELICIA","Misiones","311"
"IGLESIA EVANGELICA DEL RIO DE LA PLATA - FILIAL 101","AVDA. LIBERTADOR KM. 5","MONTECARLO","Misiones","311"
"IGLESIA EVANGELICA DEL RIO DE LA PLATA - FILIAL 102","LOTE 51 FRACCION B 1","ITA CURUZU","Misiones","311"
